,customer_id,frequency,monetary,recency
81,07b28cf1d8515d08ccca505e273fffaf,2,603.89,572
82,07bd3d18ecba2420a8934b34a26f157a,2,165.67000000000002,181
83,07df27b714016cb827c99ec2ecd5ebfb,2,144.9,136
84,07f61caa1c9e850c14e94854cec87545,2,80.8,438
85,07f765655f560c8624267665ce23675a,2,469.99,183
86,07ff81a9676efa0286ddd3f09e7c0063,2,320.88,128
87,0807baeeeaa1309effbd9a9dee41ab17,2,305.0,162
88,083ca1aa470c280236380973a48f77c6,3,136.88,427
89,083ce299ea3fc1eba79bd0b17f64555b,2,88.89,55
90,084be429c23e342acf5084ac6156d22e,2,138.4,87
91,08642cd329066fe11ec63293f714f2f8,1,170.0,87
92,0895c61a77b305efdfad13596c749c60,2,890.0,189
93,089bc915af34d9041b3a88a1aa84292b,2,93.15,276
94,08a374bca4063116d5530a7b04ecaf3f,2,247.0,65
95,08b57f87bc889756ca453bf8106d48ce,2,101.69999999999999,116
96,08c07c761592a71b85136aa4fe76a6f4,3,348.0,194
97,08d8ad84b0088cbeae77da4ff3817479,2,224.28,153
98,08e5b38d7948d37fbb2a59fc5e175ab1,4,866.79,160
99,08f334e84bc7ab7b588cb7fc77dd7f4a,1,699.0,95
100,08f7cf00ed9ff3e0a08fc136ec272974,2,274.59000000000003,411
101,08fb46d35bb3ab4037202c23592d1259,1,14.49,136
102,0937f85b7a96b6ad600405e9bf94255b,1,29.0,158
103,0942eedfe0e865b2a80419a14672286f,2,199.8,269
104,096e351116755fe4c3c1e48eaf301a41,2,195.8,519
105,0981a271500799427cdf345e9121e20b,2,129.98,548
106,09831ff6ab667f42521bcd4c22dc755c,2,267.29999999999995,206
107,0994750c9c22a140010ed86aad2d044b,2,142.22,233
108,099fad9e8f7dfbd0412c300bcc697e0b,2,360.37,154
109,09ab36a420b5c87c5c9772bdb494f2e3,2,167.4,235
110,09baec50afccbb414f24bf8e0bc7c020,2,666.8,154
111,09bc7afc3e8d8dccaffd0b16944a91fe,2,539.7,442
112,09cd73b13f103e47ce13675b4a4b36f3,2,159.0,160
113,09d74edf20acb4f9523fb1cf19a18456,2,275.42,226
114,09d7c538023c2c4fb0553c831c12f084,2,633.99,513
115,0a1f83858e65e141609fca9ea70a495a,2,118.0,91
116,0a5df23b922b9998bb7378f1ac03c98a,2,169.98000000000002,383
117,0a5fab743da859b3f10a409bbb132a5a,1,19.99,590
118,0a609db8d244100909a15d65eadf8539,3,437.88,364
119,0a61b571f594b6919601bcf3380da7f7,3,435.78999999999996,278
120,0aa1ab39ff2b837c05d7c9ff85b6d983,2,158.4,220
121,0aadc1d26d1c8b88a52c39a533ccea93,2,1097.96,323
122,0abee71cd257861a0944e2a81cea4a50,2,359.6,325
123,0ac10a57d07e3d38b11f66283c44672b,2,179.89000000000001,502
124,0ac4a9460c1baf3051ffec5c9021a499,2,176.29,140
125,0ad1d79346c3b98b517348ecbbadfbc6,2,138.9,118
126,0ad7cb4f48f2a2cf5080e3c19c7cf98c,2,101.9,145
127,0b18593e033697810a62a987e77f4b8c,3,139.7,218
128,0b3cf8a9362deaf8b870d49ae61f3ca1,1,119.34,423
129,0b3dc7efaafb0cf78a4796d42fa8d74c,2,588.9,446
130,0b402d6dd50694a118c642448e2cb086,2,179.98000000000002,325
131,0b51518c7deffd54b13b007c9f91c3f0,2,256.59000000000003,106
132,0b6d4f036c07e10854affe43fc4e718c,2,188.14000000000001,209
133,0b8ed32525608a907c7331b613b5b67e,2,75.84,321
134,0bbb42a9ca8179ccfce14a11d2afe6de,1,9.9,470
135,0bc9c245cd69735af23eefdd89d74e7e,1,69.9,468
136,0bdb6ad22574bad5202df1e92a9aa403,2,144.98,244
137,0be7af6c16fbca7eff244788f89146a3,2,252.9,205
138,0bf1278577a2acf8532a031d98cd517c,2,248.05,307
139,0c10e674d1504f959a7f2e504148c296,2,118.8,175
140,0c1201c04330536234aaa49b396745d4,2,352.79,73
141,0c32aa09e8eced3ea26c2a013b7b75e9,2,207.59,125
142,0c4c416f1f9844e6805b074f8f96f52c,2,143.98,431
143,0c8286526be3a0fc8f50b7267db95035,2,274.5,201
144,0c8ac932c65f67489929f9164a86606d,2,271.9,363
145,0c9abfaffa0ae7587cebfdf0d680e3b7,2,50.0,253
146,0cbcf91ef2dd6dfcce9ee63c8772dc97,2,171.95,428
147,0cc2ee1112a11a1094eff52fa2e87150,3,759.8,379
148,0ceb502fc33a2ad327b08288c5310e2e,2,109.87,155
149,0cf46588cd3f5a23002166b5a1945820,2,239.8,363
150,0cfd915db480acd7d9a954409cabfb1c,2,86.80000000000001,420
151,0d153268371aa25450d4117ff070277e,2,565.9,110
152,0d4644eff058d75937ca1eec574bf87d,2,194.89,321
153,0d51e04ae0b1d341e4f49812d1f4fbe2,2,159.89,154
154,0d52f8cd8892f109a15803df169113b6,2,143.8,248
155,0d57344e9e4e9d16dc699cb417e50cb0,2,229.5,330
156,0d7241c7fb49c1be6e75c9fe99e0822c,2,192.79999999999998,170
157,0d997d092f93b5c58d0f9b4bd0643d16,2,114.80000000000001,320
158,0dc81b520ef7db9cb44bb075e129dcf8,2,386.90999999999997,121
159,0dd933d1e0253343083013791bf5d5e9,2,162.9,327
160,0ddba04798f1c085d0ca93af0e91f6c1,2,142.8,245
161,0df55f5accedda71bda8f4c7f590951f,2,414.8,245
162,0e06af8004ffd01a3461e768f9f659aa,2,428.0,332
163,0e37a80826485260170d428b06df0ab6,2,279.89,400
164,0e381ce773b382849206115413009851,1,74.99,75
165,0e3c753956e35026b965d9ac3590c5af,1,200.0,435
166,0e4cb268bd62da7db135af6349b4fc2a,3,157.99,327
167,0e4d012fac3d20c033e0284fb6d2ea6a,2,360.53,57
168,0e730550dfc5d7f1cea73484bb2e0249,2,158.9,225
169,0e78a1b66adee5bb3a6f014714f79cf4,2,440.79999999999995,195
170,0e850ed5adc4abe0346435eda5b1a626,2,28.6,188
171,0ea353565cdde00e1d8352a08290a352,2,234.8,418
172,0ecc403ec5d6ce000fd84f00cd5efb0a,2,288.0,321
173,0ecf7f65b5ff3b9e61b637e59f495e0a,2,126.69,737
174,0ee1969ea903c6be704958e2300068b2,1,14.9,428
175,0ee57f62666561b72f2ceacad0230cbf,2,330.6,119
176,0ef7b906320b21fe4d39f99496aaa2d8,2,169.98,74
177,0efd5025e6544ef110881866b945d0cc,2,70.0,68
178,0f0b49d45120fcb28bda56e94bc85673,2,780.0,252
179,0f0e48a91c9c285404572b095bcb373c,2,158.89000000000001,454
180,0f10d99ee99ca3d0489f2f2169b41ec3,2,173.0,230
181,0f187f58097c5431d5244e1fe1383884,2,112.67999999999999,283
182,0f1bd80ed58b9d0f45dca1bb396d8ac9,2,63.97,155
183,0f26a77f8de836d7c44b4694e0fa3ea4,2,73.0,126
184,0f38a44168ec569a3f783ebf98d79095,2,87.99000000000001,329
185,0f5ac8d5c31de21d2f25e24be15bbffb,2,1252.35,324
186,0f6371fc9c2e78818a6e7aa33022a506,2,125.99,263
187,0f64cafdb3e1e4806c99ff165305e27f,2,173.89000000000001,198
188,0f9349a9da479b7e02c4cb4a0c73fb47,2,52.16,248
189,0fd39b61ec94864f92e18e5d7144bc6c,2,274.0,205
190,0fd475edfa0b61c59ecde6f89c21dedb,2,219.6,294
191,0ffc908947e1f0c9f17647058b9a58c2,2,419.99,472
192,100f480d33281b45b97c07395968e56c,2,139.8,388
193,1015173479527a15ccb63606a74f404e,2,331.78999999999996,407
194,10351fa9e690ca750568e3c19978d69e,2,207.0,132
195,1041688b50cfd8ef6df6086a1746a30c,2,41.8,50
196,10867a902e32dd54061b2cda9c55b0b6,2,219.31,233
197,10a4b9f45f67e6bc9ca4032b9203272c,2,111.3,236
198,10b442e762ba8a5ad22de5ba2207e5f1,2,99.6,124
199,10b58cbd6607267fd41812614367439e,2,289.85,283
200,10bf8afdd66da75c386fbacf04c85710,2,389.70000000000005,208
201,10d5890ed5e7ec78a7db23b5ac579b17,1,27.99,86
202,110991b379efbcebb0d35cbd20bf9698,2,73.7,191
203,1118a7bb7ba893f10740e22a23aa5bd9,2,59.21,274
204,1118bbd6c82a824ebc677b12e525864f,2,479.79999999999995,354
205,11395124061744bf276aefd8073f3105,2,91.9,374
206,115030e27b9970683ad81cb05679157c,2,154.48000000000002,148
207,1175e95fb47ddff9de6b2b06188f7e0d,2,54.989999999999995,272
208,118be57d1b7de439453a0c6625ad7934,2,54.8,424
209,1197ba886110324a1519fff17dd8d1d2,2,74.8,422
210,11b47516f8f6a42105b9807903ede333,2,57.64,239
211,11e95918d6816403858e8314a3503f4c,2,239.89000000000001,104
212,11ebea68a1046fa3268cb278df2c4f31,2,217.9,309
213,120a6e1875940fe48a44d6cf30706230,2,458.0,332
214,121b5a0ae9d09a2ca5e8090fd2a00a58,2,116.9,543
215,1225c9614c5129a3085416d30d50e143,2,360.0,224
216,12328d63390726821fdcd8e8b77f10b5,2,129.8,323
217,124bc956b56b1523d2a75b29a856085d,2,197.39999999999998,198
218,124ef8d5acc80858c69d34e3e08b572d,2,395.9,90
219,125740359669fa63858476105a5d523d,2,449.70000000000005,450
220,1291474366a550ebc251d9187e763d62,2,135.85000000000002,472
221,12ab9334b1240d6d037f2b0102a49571,2,1233.92,308
222,12b62a8d3c4911b9a80b935037842fc0,2,188.99,344
223,12c54f6dfd4b723a6c76c4c989494422,2,269.8,391
224,12c9171ee18219cbf18fcfbc33e0c064,2,38.4,110
225,12d8b5ed661190a3a08183644dfc504d,4,697.84,168
226,12f5d6e1cbf93dafd9dcc19095df0b3d,6,58.400000000000006,650
227,130f4a32887cc549621b3c6cf36bf77e,2,189.8,61
228,131b8a51429529f4e57e8faa1b87ff4f,2,124.0,558
229,133e20311ec257bda38f1798250d38c5,2,659.8,527
230,13473af264dea0facd893d6516900b22,2,104.9,159
231,13607978e0686d841deb64954c023495,2,66.97999999999999,286
232,13613cae6e3bfea8327a916246c96cc9,2,93.89,296
233,1372bab98f9966bcd4a6fa3e6df6dde8,2,219.8,275
234,1373e04979cfa0fb2092909abbd57f25,3,516.8,167
235,139093b1c6e7e3108ac0469ce43bfb99,2,289.79,64
236,13abc50b97af7425b5066e405d7cd760,2,94.9,528
237,13ac6da47fef1b17b16f511e03b57918,1,47.9,300
238,13aec51202205c662b24202760e93a92,2,64.9,623
239,13bf0b4120921402dff563cda4383ff6,2,138.8,85
240,1412559410af5e92c35e053fd6acd006,2,174.4,260
241,142575266950512b56af193f3962270a,2,196.9,242
242,142dc6250eac579893595d9889411834,2,212.0,140
243,1450ca0539e1e64a77c08ba841c8be94,2,214.49,93
244,1477c54a1abe3610e3e9ab411801cecb,2,229.8,368
245,14843983d4a159080f6afe4b7f346e7c,2,47.599999999999994,229
246,149c19901ddcd1057deaabc003004a12,2,359.97,415
247,14a188558af6cd5bc222ca773d395a7f,2,202.9,224
248,14d46ad43ae7e3cd6944258b9840373b,1,112.4,579
249,1500da334da019c68fda219f942ba38a,2,541.55,156
250,1501fb94311512e6b98462d159e05a23,2,478.77,184
251,1506abf10c09a2872e24d79f33e4eb12,2,448.99,195
252,151e9edb34867eaece4d6e7ae188f261,2,397.8,119
253,155af62b6c947689a67af5c16acd5c55,2,419.8,245
254,156283b6ca35ef976a0265903145fd5e,2,47.8,85
255,1581a918a58a11d99c69f86d9c0d2098,2,163.7,188
256,158ff08f9b1aeebfa96820580f3877a6,2,259.70000000000005,259
257,1590457b4be348b165ff7030a6f94dce,2,158.9,469
258,159306b86e782097be9a4e29e3d294d3,2,125.97999999999999,271
259,15a38a0c1bf789e06ec42d24e485e794,2,185.7,276
260,15a52a044cbf18c87283f8c460ad5ccf,2,42.489999999999995,65
261,15d2493aa522c1040d639aa74bd1fb31,1,133.0,257
262,15eb6c5aa4aa23cbdb42e119220d23ec,2,391.0,363
263,1605a6c5d93d3488fb621c5323930795,2,492.7,575
264,161b2eb506dd664bb5d23dc701a14b59,2,258.9,455
265,1647c6dc2941bd075dc5dd3448807bed,2,194.0,423
266,164ba50c15bd1157975375a75bbde58e,2,64.9,514
267,1650819cd492bbf4b9d189c7d4126475,2,267.9,271
268,165d93a9d1da194b47da42c9cf810ebd,2,577.74,409
269,16a23480d3c92eb40e134844d52aa63e,2,104.9,177
270,16a909e83380bb2ae4676ca69ac30886,2,209.8,226
271,16bd767d18bf82bb09fc51520f7ea5ab,2,113.98,317
272,16c8e42089546fde55ed3caa46478e7a,2,128.0,201
273,1741b0bef7ccbc530ba7287000d5f49f,2,294.8,179
274,175b8225bdd99e95a64e07a6c06e8746,2,394.79999999999995,264
275,176c21456fab655afee57b3ea9799f47,1,53.44,83
276,176df29483e4fb6ce1d6dd1c824ad72d,2,127.99,157
277,1772c0fbee58b154da028487de51b74c,2,347.85,91
278,1772d62f5099be6942fbb3d3e881cc7c,2,174.8,174
279,177c725937ae5f96171bb8b43f196dfa,2,167.8,537
280,178a58ded2b9be43b90300e0e0e8e66c,2,130.9,341
281,179f496c6c02a7640d09f0843452e0fc,2,188.99,327
282,17a2d93cb1aab45e3d21d5eba7daaed2,2,347.5,303
283,17c7da60a0690728119612a54035452d,2,198.0,280
284,17dcb8c62667824b3e3755a5b680ebc6,2,288.0,327
285,17e873c00e3fef97c9f1347c6681bd1a,2,659.8,389
286,1803287d1e7138aec6ea9d3c963ed87d,2,113.97999999999999,403
287,18186af785c301b05127a291eac901e1,2,85.8,125
288,182053495bc94c2f41090ce8c41be266,3,169.7,59
289,186638bdb0f600c9bf2bd60e4b14537c,2,116.80000000000001,126
290,186e4b97d2704e8b76235b8d7c5d38ab,2,105.89000000000001,489
291,18753de7f8b65856d23473280e71ceb2,2,283.8,195
292,18a65d67bb184e736656cc017f09f7b8,3,179.07,187
293,18bc87094128bbfe943cf88adcf72059,2,89.89,114
294,18d61a27f478cd6201df948578f814f9,2,159.8,176
295,18e1192f2a6be73c4365dbc29eb7a6f7,2,139.98,245
296,18e3d276253780b44b5b7bf83f6785ec,2,115.80000000000001,330
297,18f17efd50fd7e9595cc1a40205c937c,2,133.5,411
298,1912afd96bbe171633bb73727487ef85,2,229.0,131
299,191525912e1a31a97bf8b481ce852f75,2,225.0,119
300,191e0f453bea7f50ce1fcd514af38835,2,78.19,339
301,194be31520cde5c527bad17720119e85,2,234.70000000000002,429
302,194f1bab01e4e36f4255603e9a427b89,2,219.9,86
303,19506c32fa96c6fa4505b4e3ad453b7b,2,54.8,79
304,198ba72088fecd3caeaf2dca0addcfb9,2,278.0,250
305,19be5923f7d998e76b9f3b1eb87c32af,2,143.4,271
306,19bedfc18c92d4e7eb6ba318a6c2033c,2,1009.79,193
307,19c60787f1a478ec7345d03bc4298398,2,618.0,328
308,19cb65cc7310ae4eef4f15bb70539d01,2,106.0,226
309,19da55454167240f3a4a39430007d074,2,221.99,388
310,19de4cc79e2c2986e70b155b7631f61c,2,164.0,173
311,19f19354cf9524cc834a5036ff79925c,2,56.980000000000004,134
312,19f735a9a58a187253055f9d4bcc2bb6,2,92.0,187
313,19f8fcd23ed70e29220a6a2f13ecd911,2,184.89000000000001,318
314,1a13743254d9c8e6360106295947932f,2,644.48,108
315,1a15eecd72a08e1134ba406c7a7998e6,2,378.47999999999996,485
316,1a24445f0e6006e4336ecba4ba576e4b,2,111.7,277
317,1a27a558aac4c4bfe3642b8c9bffcf4f,2,457.9,76
318,1a281fe9f53ee457dacd2c9e8ccf861f,2,192.4,113
319,1a29e9f39d667f12684910a8edc4b56c,2,339.8,245
320,1a2ede4e787ad199c46719ecb02d81ea,2,208.24,61
321,1a328a664417dc7cbff0ed7df49f5a3d,2,210.43,181
322,1a68c22c23a52a35f499dbd3c5a020a6,2,199.9,409
323,1ac4011bec2c0d9ce8eceb56bb1142c7,2,159.9,58
324,1ae30e98d81bdf991fa25b52b8142308,2,176.97,471
325,1af3dcbc89998031651925e3994eab18,2,91.99000000000001,199
326,1b270bd97f6e1d9af2d5d06f0d4a80e8,2,179.9,233
327,1b2db8ab2d8e7b84b5455736fc9713f2,1,79.8,517
328,1b5720c7b0ee7183c2eafe3dba65111b,2,48.89,327
329,1b6c7548a2a1f9037c1fd3ddfed95f33,7,809.21,245
330,1b6e96ed99cb8d135efe220d761bbd67,3,70.69,63
331,1b765716e166ca699d20c4adc8bb0f7c,2,174.99,563
332,1b7733821d1e0ec8907bbb441271f80b,2,120.80000000000001,376
333,1b7b7f9631cd453251d0b328c9b38a2a,2,259.89,92
334,1b95e3fe033836c787689ae4b9516aa3,2,372.79999999999995,522
335,1b9d0a0c0fd5211ae01a554419120554,2,67.5,191
336,1ba713c8258f756279a049018ce01177,1,347.7,632
337,1bbf6de8bbe287cb474e57d437d72969,2,315.70000000000005,378
338,1bcbeccb2851888f299cf9a5dba8553d,2,316.99,73
339,1c4531b533d17f3b316de441268e513c,2,66.2,387
340,1c553721323d2cf153d114724b92118e,2,171.8,195
341,1c628081cb579ed6035b9aa8614e69f4,3,168.9,148
342,1c98969880c8c7c522bc4677dfce9384,2,160.98000000000002,209
343,1ca845c3b11ba93c4ac5182ab9c1197e,2,398.0,195
344,1cbda36ee89944baa7a738ddbdc4679a,2,501.0,161
345,1cc48564488184883cc7923b82c7b3f9,2,215.94,453
346,1ce1097b476f97ea37d805251c5c74ba,2,311.8,281
347,1ce879e096d3c38f230acdab7165332e,2,129.55,152
348,1d0be6ff723818bb810023b236405017,2,59.8,79
349,1d2435aa3b858d45c707c9fc25e18779,2,114.80000000000001,638
350,1d39a7704cfb79b7cd820bc83e3de161,2,45.98,100
351,1d627d8a6e1e33ea8eeeb7a17d998660,1,135.9,410
352,1d72aaec15863f7532b2dbf4a5c4247d,2,449.9,412
353,1d7e8be24bca64576da891970638bfe3,2,199.75,86
354,1d95a47c2206919e1de2f8ff91065d20,2,79.8,600
355,1da09dd64e235e7c2f29a4faff33535c,3,1980.28,279
356,1dcb4c54d17855c39899eb445551501c,2,128.9,132
357,1e05761e47e6a4968ac2ee128b0d42a4,2,224.0,259
358,1e0926e360000226b237bf277aec3380,2,108.9,103
359,1e433d2aca7584032f8f56d51643e605,2,160.9,314
360,1e6dc17adde78e52b6fa5e634f4454e0,2,194.8,469
361,1ed1f7f1679bee0089061c9db1bd783a,2,86.0,443
362,1f22ecb07d25446bf52c51afa93cfa3b,1,529.0,69
363,1f2c5059dad2c277b3b338163b49ca73,2,227.97,242
364,1f90117a847636892e3c5bf569f2ac68,2,109.80000000000001,277
365,1f9756abd497b76eeccb492bfe91df35,2,378.9,172
366,1f98d2384ff7a372e6a2d3bb75cbcd54,2,1170.0,138
367,1f98e3467d2b48dfb44fc12b137d3447,2,382.5,284
368,1fbd81e4d0a0cf9125ca038b43533b7f,2,124.8,244
369,1fe11e8f0fa5bea7416ec09d6e8d2b4d,1,189.9,604
370,1fea3244d38e951f0196b2728aee3bdf,2,193.8,230
371,20001d07954025179c613496803181a6,2,228.9,306
372,2004ba7732339d9be65f2236d8887ae4,3,249.95,160
373,200d8b1f16d0cc9600022fdc99987a7f,2,142.8,246
374,20282afdbe6cf22d5f5a956d8b5a3f78,2,146.99,260
375,2028c90d6c4523ae70a285c44010258a,2,317.17,86
376,204efc7a771f1a33fd28465082171f5b,2,264.9,166
377,204fa49efb5913a76287284d6e096f69,2,88.85,428
378,206b04b38a5dc8404458ec16edeca606,2,192.89000000000001,153
379,208ed8bf578938c97d49b3429358a424,2,164.89000000000001,255
380,208fe9aa6033a77419f8f503b7698e03,2,265.40999999999997,72
381,209e5691e2cda59cd71e45417d7f95a2,2,176.8,282
382,20ae758fb6688386d9d1540f63d380e0,2,227.99,125
383,211aaecea827d378c879c2b2f667c89d,2,224.95000000000002,98
384,212de5904c4fe864c3a66f26d3043d97,1,99.99,398
385,213b36024bb0b8261de0ffbd652ebc34,2,378.9,144
386,21421ba1bd92005a3b48e6a745e9b8bb,2,488.94,258
387,21559d7ff0ebff720e5e160184338fed,2,114.9,89
388,21560f93adbd9ada040a40909ac8619d,2,368.63,335
389,216ab90e27f18940cfac8f9f02fb4239,2,259.8,87
390,216fd197a786370ce9601ee2f6b5a31a,2,41.8,617
391,217394922e43c19740ea4464e63ca8e0,1,88.9,135
392,21a2d9dc71459dbd3dad219cb9681964,2,538.99,240
393,21bde4e982c4681021edabb899bcebfe,2,1160.9,304
394,21c3cb2e65b7575d9e079f7be7987d3c,2,92.0,364
395,21c8aa0cb27943cbf33d75985e28da67,2,173.47,353
396,21d3f0a4bf0cccf65dcfe93b8325d250,2,117.0,513
397,21de770aa4f3a60388b97b416ad38343,2,114.8,169
398,21effa61d72771ba8315ab56ce7fb7ac,2,89.99000000000001,279
399,220bcdd6ae284ed1a273d99003fa8a0e,2,79.97,199
400,221ae88140600106a982acb69a0add50,1,210.0,255
401,221d59abddcd719f3ec72c50078b9e31,2,156.0,84
402,2271b98c96ef2dbe4241cbbde7c8c12b,2,237.69,311
403,2280ecb8db2591c39d1c7d3e9caa115c,2,85.89,416
404,22ac8971f405f9520b3e7cf37e042ee7,2,153.7,65
405,22f6af8201369f9eb96592db3142b9c2,2,531.04,245
406,230a1e9f42924d41f37fd22a1d4a9707,1,52.9,83
407,230b7f6050862e4d39911debaa3088ef,2,159.98,173
408,231d36f5c4b238c26f449ffd98c79180,2,1373.8899999999999,162
409,232007f7d8c26eb8d7daaacb46501783,2,169.8,285
410,23339103d82a054f9729b0554ce22e8c,3,193.5,123
411,233c8f191c45cef30af148a82ac70020,2,150.0,481
412,23539ab2fa3d6e255f96114be5d2dbd3,2,278.9,249
413,23ae1bfb4297222c1b522172809a7ca1,2,87.0,139
414,23b2d37ef78f3c8dcb31f5eefc30190a,2,32.0,238
415,23c536b39a65168e3e34354b80b4ecf2,1,49.0,398
416,23dc3a062c6c097bcb3940a909e7730f,2,64.8,555
417,24072811917876a84c81166f96aed0c1,2,383.9,133
418,240f980f7c03e873c538e86792646919,2,514.0,71
419,2410195f6521688005612363835a2671,2,139.9,406
420,24115a0c9fc9115c586e54fd5f42e8d1,2,155.49,282
421,24259224caf748993c177ebf964c2e6e,2,186.88,275
422,24391449252cf6db04ce271b2a208d83,2,319.84000000000003,183
423,243b99bd9ed8a3f460e7289d0a8df291,1,130.0,122
424,246ef4748f64c4e716b4356d570967a1,2,98.78999999999999,134
425,247e0dcd20596bee51bd2b07f633fa04,2,114.6,277
426,24cad6db9c734bd4f0edc6a314735880,2,151.8,403
427,24d27f115e367d9129a0e7a7a5d36866,2,718.69,336
428,24d9e83fe11e4390b69e1afb2b93f5ee,1,160.0,373
429,24fb2954f8c6cdb4b900ed8db6dc88e2,2,163.79,326
430,24fc2d6f4c3339820a1a3746a125f8c5,2,569.55,329
431,2516f43838c4892e066fec28143efa64,2,754.0,248
432,251e658613a224723f8a077946183b20,2,334.9,332
